uuid,city,state,ref_link,gallons,description,date,latitude,longitude,accident_type
c149d381-eac3-42c6-a1a0-6be190f71fcb,Pasadena,Texas,N/A,N/A,"On September 23, a ruptured pipeline causes a fire at a Pipeline Terminal in Pasadena, Texas. One worker was killed, and another injured, with about 190,000 US gallons (720,000 L) of product being lost. The failure was caused by internal corrosion.",2008-09-23,29.6910625,-95.2091006,oil
17cec62f-c46a-47cc-8e74-ca158e0f77f7,Hamilton,New Jersey,N/A,35000,"On October 3, a crew working on a Turnpike expansion drill into a Colonial Pipeline petroleum products pipeline, in Hamilton, New Jersey. About 35,000 gallons of Diesel fuel were spilled, with 100 gallons not recovered.",2008-10-03,40.2115109,-74.6796651,oil
483c8a07-6d15-405f-8b07-80f1b929e342,Florence,Kentucky,N/A,N/A,"On October 3, construction equipment hit a Mid Valley Pipeline Company pipeline in Florence, Kentucky, spilling 3,650 barrels of crude oil.",2008-10-03,38.9989499,-84.6266111,oil
c46b0e7f-58df-4dda-a3bb-5231499236e3,Godley,Texas,N/A,N/A,"On the night of November 15, a gas compressor for a pipeline at an entry exploded and burned near Godley, Texas. The fire spread to another company's gas compressor station next to it. A 24-inch gas pipeline had to be shut down to stop the fire. There were no injuries, and damages were estimated at $2 million.",2008-11-15,32.449029,-97.5266886,oil
276341a6-7e2e-4303-a919-d409939b3192,Murrysville,Pennsylvania,N/A,N/A,"On November 25, a gasoline release from a Sunoco petroleum pipeline occurred, near a retail mall in Murrysville, Pennsylvania. Officials said the release occurred from the 6-inch line at about 9:30 a.m. while a Sunoco Logistics crew was working on a ball valve. It was suspected the ball valve was improperly installed. The failure resulted in the evacuation of numerous stores, restaurants and roads in the immediate vicinity due to the dousing of gasoline and subsequent vapors emitting from the 11,760 US gallons (44,500 L) of spilled product.",2008-11-25,40.4284015,-79.697545,oil
d7069dec-ccaf-491e-8dd7-16023ce8c811,Colon,Michigan,N/A,14000,"On December 5, a driver of a vehicle went off of a road, and struck a valve on an AMOCO gasoline pipeline in Colon, Michigan. The driver was killed, and, the fire burned for several days. About 14,000 gallons of gasoline were burned, or lost.",2008-12-05,41.9583822,-85.3249817,oil
efff57ce-4f50-4651-8971-06f951849376,County,West Virginia,N/A,N/A,"On January 4, 2009, a 6.625-inch storage well line operated by Columbia Gas Transmission Company in Elk View (near Charleston), Kanawha County, West Virginia, ruptured due to internal corrosion pitting complicated by low impact toughness of the pipe material, causing $29,011 in damage.",2009-01-04,39.7068019,-105.0658467,oil
91edc6f8-f7e6-4ea5-969a-7e5eadedd47c,N/A,Alaska,N/A,N/A,"On January 15, an accidental massive gas release at Pump Station 1 of the trans-Alaskan pipeline by Alyeska Pipeline Service Company threatened the site at the time. The company that runs the pipeline acknowledges a fire or explosion, had the gas ignited, could have imperiled the station's 60-plus workers and caused ""an extended shutdown"" of oil fields. There was no ignition or explosion. The incident occurred as BP workers used a cleaning device called a pig to swab oil out of an old pipeline the company was preparing to decommission. The 34-inch pipe was among major Prudhoe trunk lines found in 2006 to be ravaged with corrosion, due to BP's admitted lack of proper maintenance. A large volume of gas then bypassed the pig somehow, and rushed to Pump Station 1, a key asset through which every drop of oil coming off the North Slope must pass.",2009-01-15,64.2008413,-149.4936733,oil
90049f11-5ad1-434c-acf7-a26fe705c4b0,Carthage,Texas,N/A,N/A,"On February 1, a gas pipeline explosion rocked the area 2 miles (3.2 km) east of Carthage, Texas.",2009-02-01,32.1573841,-94.3374199,oil
c7ca0cc2-641f-456b-811f-657c66228992,Carthage,Texas,N/A,N/A,"On February 11, a pipeline exploded and ignited near a natural gas treatment plant, near Carthage, Texas. There were no injuries.",2009-02-11,32.1573841,-94.3374199,gas
403b2bd3-e7c9-48f6-87e8-0ce6933fb85e,Cygnet,Ohio,N/A,N/A,"At approximately 5 p.m. on February 18, a rupture of pipeline near the pump station and terminal located in Cygnet, Ohio, owned by Philadelphia-based Sunoco, resulted in one of the largest oil spills in Wood County history. Upon learning of the release, the company immediately shut down the pipeline, stopped operations at the pump station and terminal, notified the appropriate authorities, and began an emergency response. As of 11:05 a.m. ET on February 19, the release had been stopped from the pipe. The damaged pipeline, which was operating at the time, released 1,250 barrels (199 m3) of crude oil into a farm field. Eventually, 782 of the 1,250 barrels (199 m3) released were recovered. Some of the crude oil, approximately 200 barrels (32 m3), did contaminate a local creek. There were no fatalities, or injuries.",2009-02-18,41.2400521,-83.6432659,oil
dd224f2b-0e70-4424-bd2c-53d834a6cd16,Morgan's,Florida,N/A,N/A,"On May 4, Kinder Morgan's Florida Gas Transmission pipeline burst near Palm City and Hobe City (near Port Salerno, Florida). The explosion ejected 106 feet of buried pipe weighing about 5,000 pounds out of the ground and onto the right-of-way between Interstate 95 and the Florida Turnpike (SR-91). The rupture was near a high school that was within the 366-foot potential impact radius. Two people were injured when their car ran off the road, and a Sheriff's deputy walked through a dense cloud and inhaled natural gas. The escaping gas did not ignite. The leak caused $596,218 in property damage. FGT was cited for safety violations: failing to identify a high-consequence area, failing to test operators for alcohol and drugs, and failing to have prompt emergency response; PHMSA assessed a $95,000 fine.",2009-05-04,30.3405481,-86.1900672,gas
5f3650d6-0ff2-4095-9e83-9180a5c7269f,Rockville,Indiana,N/A,N/A,"On May 5, a natural gas pipeline exploded and caught on fire, near Rockville, Indiana in Parke County, about 24 miles (39 km) north of Terre Haute, Indiana. The cause of this failure was determined to be external corrosion. Additional work performed as a result of this order provided significant indications of external corrosion in various sections of this line. Pictures have been released around the area showing the damage caused. 52 people were evacuated in a one-mile (1.6 km) area of the explosion. No injuries reported.",2009-05-05,39.7625404,-87.2291809,gas
c9945104-e595-4374-97b4-811a44b4b1b8,Superior,Wisconsin,N/A,6500,"On May 21, an Enbridge pipeline pig sending trap in Superior, Wisconsin leaked from operator error, spilling about 6500 gallons of crude oil. 700 cubic yards of contaminated soil had to be removed.",2009-05-21,46.7207737,-92.1040796,oil
ff97f94f-4f40-4cd0-883e-d4ff6417d652,County,Mississippi,N/A,N/A,"On July 15, an explosion occurred at Kinder Morgan's Midcontinent Express pipeline natural gas metering station that was under construction, while it was being pressure tested with nitrogen, in Smith County, Mississippi. One worker was killed, and two others injured. There was no fire. The workers were ""literally right on top"" of the explosion; their injuries were caused by pressure, not heat. One worker was injured when part of the pipe fell on him. The explosion snapped and bent a pipeline connected to a massive separator unit which was slung several yards.",2009-07-15,35.8279728,-90.0746767,gas
19c026c5-680c-4adf-880f-f35b50d9125e,Edgerton,Wyoming,N/A,30000,"On August 10, operators of a Belle Fourche pipeline incorrectly operated the line, causing it to fail, near Edgerton, Wyoming. About 30,000 gallons of crude oil were spill, with about 1,200 gallons being lost.",2009-08-10,43.4130271,-106.249467,oil
9c6d68bc-8112-4755-ac83-6d387dd9b6e6,County,Oklahoma,N/A,N/A,"On August 17, a pipeline was found leaking by an aerial patrol in Atoka County, Oklahoma. 50 barrels (7.9 m3) of diesel fuel were estimated to have been released as a result of this accident, and none of it was recovered.",2009-08-17,35.6038323,-97.3516558,oil
d1724897-288d-4fd8-af0e-30d43101224e,County,Texas,N/A,N/A,"On October 7, a leaking pipeline carrying jet fuel was accidentally ignited by a pipeline repair crew in Upton County, Texas.",2009-10-07,36.8301318,-101.4339148,oil
6fc31ecc-88f4-416c-add5-c126e035789f,Elmo,Illinois,N/A,N/A,"On October 28, Kinder Morgan's Natural Gas Pipeline Company of America above-ground storage tank north of St. Elmo, Illinois caught fire, injuring two workers. Welding caused the tank to ignite resulting in several explosions. Two workers were taken to the hospital.",2009-10-28,39.0262351,-88.8537254,gas
ab5fda6b-d4bc-404e-ad19-7ee49f8fa58b,the,Texas,N/A,N/A,"On November 5, two people were hurt when an El Paso Natural Gas pipeline exploded in the Texas Panhandle near Bushland, Texas. The explosion left a hole about 30 yards by 20 yards and close to 15 feet (4.6 m) deep. The orange inferno rose about 700 feet in the air; the blast incinerated the home of the Jose Torres family, injuring his wife Agnieszka and daughter Franczeska. About 200 residents in the area were evacuated. Bushland is in Potter County, about 15 miles (24 km) west of Amarillo. The failure was in an abandoned tap, but the exact failure reason remains unknown. The explosion cause $436,136 in property damage.",2009-11-05,31.9685988,-99.9018131,gas
d299a5f4-5f66-407a-926b-05b0a4d466f8,Cameron,West Virginia,N/A,N/A,"On November 14, a fire at a gas compressor station near Cameron, West Virginia slightly burned one employee, and causes $5.6 million of damage to the facility.",2009-11-14,39.8270237,-80.566467,oil
107d6ed0-4d5c-4411-ac41-bcef2e1084c5,Philo,Ohio,N/A,N/A,"Also on November 14, 2009, a newly built 42-inch gas transmission pipeline near Philo, Ohio failed on the second day of operation. There was no fire, but evacuations resulted. Several indications of pipe deformation were found.",2009-11-14,39.8611805,-81.9068014,oil
27d56bce-c982-4ebd-9ce3-518d3d4ae337,a,Minnesota,N/A,N/A,"From December 3 to 4, a Minnesota Pipeline carrying crude oil leaked in Todd County, Minnesota, spilling about 5,000 barrels of crude. Pipeline workers on December 3 had been repairing sections of the 16-inch pipe in a rural area, left on the afternoon of December 3, and the spill occurred during the evening hours of December 3–4.",2009-12-03,46.729553,-94.6858998,oil
118bb359-ae63-4298-b935-0f0c4ffb4c55,Galveston,Texas,N/A,N/A,"On December 23, a crude oil pipeline started leaking in Galveston, Texas. There was no fire or explosion as a result of the accident, and an estimated 120 barrels (19 m3) of crude oil were released to the environment.",2009-12-23,29.3013479,-94.7976958,oil
b1ccf90f-49cf-4be0-9e25-e2bed38718a8,Neche,North Dakota,N/A,N/A,"On January 2, Enbridge's Line 2 ruptured near Neche, North Dakota, releasing about 3,784 barrels of crude oil, of which only 2,237 barrels of were recovered. The cause was a material defect.",2010-01-02,48.9861027,-97.5548,oil
342f8a98-f02d-4728-a085-130c90b1679a,Base,Louisiana,N/A,N/A,"On January 7, a gas pipeline exploded near Barksdale Air Force Base, Louisiana, in January, killing a pipeline employee.",2010-01-07,47.9589639,-97.3697229,oil
9b18ad53-5423-48b1-8f4f-cf79e5461a28,Louisville,Kentucky,N/A,N/A,"On February 1, a plumber trying to unclog a sewer line in St. Paul, Minnesota ruptured a gas service line that has been ""cross bored"" through the house's sewer line. The plumber and resident escape the house moments before as an explosion and following fire destroyed the house. The Minnesota Office of Pipeline Safety ordered that gas utility, Xcel, to check for more cross bored gas lines. In the following year, 25,000 sewer lines inspected showed 57 other cross bored gas lines. In Louisville, Kentucky, 430 gas line cross bores were found in 200 miles (320 km) of a sewer project, including some near schools and a hospital. The NTSB had cited such cross bore incidents as a known hazard since 1976.",2010-02-01,38.2526647,-85.7584557,oil
00b076bd-8d0b-4ab6-8acd-f750abf7a6e7,Creek,Oklahoma,N/A,N/A,"On February 25, a natural gas liquids (NGL) pipeline ruptured near Pond Creek, Oklahoma, releasing over 575,000 US gallons (2,180,000 L) of NGL's, and forcing road closures. There was no fire.",2010-02-25,35.8362494,-96.3226072,gas
f7c9c194-1e87-415a-9f68-1c063d20be88,Longview,Texas,N/A,N/A,"On March 1, at about 8:10 am, Mid-Valley Pipeline identified a release of crude oil in the manifold area of the Mid-Valley tank farm in Longview, Texas. Crude oil was observed ""gushing"" from the soil in the manifold area. About 198 barrels of crude oil were estimated to have been released and 196 barrels were recovered from the secondary containment area within Mid-Valley's site.",2010-03-01,32.5007037,-94.7404891,oil
567f1fcf-558b-4ffc-96d3-669f7e2d5f8e,Pampa,Texas,N/A,N/A,"On March 15, a 24-inch gas pipeline burst, but did not ignite near Pampa, Texas.",2010-03-15,35.5361559,-100.9598709,oil
6aec7dc7-6996-4033-b115-21de874b67ac,Philadelphia,Pennsylvania,N/A,N/A,"On March 25, there was a release of 1700 barrels of Vacuum gas oil (VGO) from the FM-1 pipeline into an open in-ground valve pit and the surrounding area in the West Yard of the Sunoco, R&M Philadelphia refinery in Philadelphia, Pennsylvania. The area was under the control of the Operator in a fenced off area that is off-limits to the public.",2010-03-25,39.9525839,-75.1652215,oil
63dd43d6-07a8-44d6-b864-f83f1e781ce7,River,Wyoming,N/A,N/A,"On April 5, a crude oil pipeline ruptured near Green River, Wyoming. At least 84,000 US gallons (320,000 L) of crude were spilled. Corrosion in the pipeline was the cause.",2010-04-05,45.3358151,-92.9637539,oil
d87f8edb-d1b5-433c-91fe-fef5d4ebacff,River,Minnesota,N/A,N/A,"On April 17 Enbridge discovered a leak on the 26-inch Line 2 near Deer River, Minnesota. This leak was due to a crack-like feature associated with the longitudinal weld seam on the inside of the pipe.",2010-04-17,47.9451077,-96.1611004,oil
a01f3ed0-cd73-438f-8c0a-b5d2f8d16287,Niles,Kansas,N/A,N/A,"On April 23, a pipeline ruptured near Niles, Kansas, due to previous excavation damage. About 1,659 barrels of natural gasoline were lost.",2010-04-23,38.969444,-97.4628064,gas
5698247f-79a3-479f-8595-d8d07e1fda38,County,Michigan,N/A,89000,"On May 29, a Amoco pipeline leaked nearly 89,000 gallons of gasoline into a farm field. The leak occurred in Constantine Township, St. Joseph County, Michigan. The cause was from a manufacturing defect in the pipe.",2010-05-29,43.9446996,-85.8486236,oil
d12fd35f-0252-48be-8d4c-abddcaad27c1,County,Texas,N/A,N/A,"On June 7, a 36-inch gas pipeline explosion and fire in Johnson County, Texas, was caused by workers installing poles for electrical lines. One worker killed, and six were injured. Confusion over the location and status of the construction work lead to the pipeline not being marked beforehand.",2010-06-07,36.8301318,-101.4339148,oil
d75d47db-7531-4171-bfb2-b439adbc4cbf,Darrouzett,Texas,N/A,N/A,"On June 8, construction workers hit an unmarked 14-inch gas gathering pipeline near Darrouzett, Texas. Two workers were killed.",2010-06-08,36.4461439,-100.3248604,oil
5ced38ed-2ccf-463a-a31a-8bba9baeb93d,City,Utah,N/A,N/A,"The Red Butte Creek oil spill. On June 12, a Chevron crude oil pipeline, damage by lightning, ruptured, causing 800 barrels (130 m3) of crude to spill into Red Butte Creek in Salt Lake City, Utah. Crude then flowed into a pond in Liberty Park.",2010-06-12,42.3545613,-83.3692339,oil
29b891d2-a1af-4827-a51e-00f70ce5b2ce,Thomson,Georgia,N/A,N/A,"On July 5, a landowner operating a bulldozer hit an 8-inch LPG/propane pipeline near Thomson, Georgia. Later, the propane fumes ignited, killing the adult son of the landowner, and igniting fires that destroyed a trailer house and woodlands.",2010-07-05,33.4706927,-82.5045733,oil
ea48be6e-be7b-4fd5-8a0b-cd25f9572d06,Marshall,Michigan,N/A,N/A,"On July 26, the Kalamazoo River oil spill: Enbridge Energy Partners LLP (Enbridge), reported that a 30-inch (760 mm) pipeline belonging to Enbridge burst in Marshall, Michigan. Enbridge had numerous alarms from the affected Line 6B, but controllers thought the alarms were from phase separation, and the leak was not reported to Enbridge for 17 hours. Enbridge estimates over 800,000 US gallons (3,000,000 L) of crude oil leaked into Talmadge Creek, a waterway that feeds the Kalamazoo River, whereas EPA reports over 1,139,569 gallons of oil have been recovered as of November 2011. On July 27, 2010, an Administrative Order was issued by U.S. EPA requiring the performance of removal actions in connection with the facility. The Order requires Enbridge to immediately conduct removal of a discharge or to mitigate or prevent a substantial threat of a discharge of oil and to submit a Work Plan for the cleanup activities that was to include a Health and Safety Plan, as required by 29 CFR 1910.120 (HAZWOPER). In 2012, the NTSB later cited known but unrepaired cracks and external corrosion as the cause.",2010-07-26,42.2722641,-84.9633148,oil
7b018aff-efa7-4253-91c8-f74759f78413,Louisiana,Oklahoma,N/A,N/A,"On August 10, the U.S. Environmental Protection Agency (EPA) and the Justice Department announced that Plains All American Pipeline and several of its operating subsidiaries have agreed to spend approximately $41 million to upgrade 10,420 miles (16,770 km) of crude oil pipeline operated in the United States. The settlement resolves Plains' Clean Water Act violations for ten crude oil spills in Texas, Louisiana, Oklahoma, and Kansas, and requires the company to pay a $3.25 million civil penalty.",2010-08-10,31.0088016,-92.2084606,oil
85dca731-4603-4948-a0ba-186563ac3577,Hammond,Indiana,N/A,38000,"On August 17, smell from a mixture of gasoline and diesel fuel were detected in Hammond, Indiana. The source was from a leaking Amoco/BP pipeline in the area, and, about 38,000 gallons of the mixture was released. about 5,000 gallons of the spillage was not recovered. The cause was from external corrosion to the pipeline.",2010-08-17,41.5833688,-87.5000412,oil
18a424e3-59e2-4873-b5c9-d375463a895d,County,Texas,N/A,N/A,"On August 25, a construction crew installing a gas pipeline in Roberts County, Texas hit an unmarked pipeline, seriously burning one man.",2010-08-25,36.8301318,-101.4339148,oil
4c79cd3a-64e3-4ce4-8920-7a05b35448dc,Shongaloo,Louisiana,N/A,N/A,"On August 24, a gas compressor station in Shongaloo, Louisiana injured one worker.",2010-08-24,32.9415284,-93.2987799,oil
c5b2ca4b-276a-485e-a88a-ac964eec0383,Gilboa,New York,N/A,N/A,"On August 27, a LPG pipeline sprang a leak in Gilboa, New York, forcing the evacuation of 23 people. The cause was stress corrosion cracking. There were no injuries or ignition.",2010-08-27,42.3973028,-74.4459805,oil
5163feec-8056-4122-9bbd-436b4860241d,Lockport,Illinois,N/A,N/A,"On September 9, a pipeline leaked crude oil near Lockport, Illinois. EPA officials said the spill was near wetlands that house several endangered species. Federal officials said about 270,000 US gallons (1,000,000 L) of oil were released in Lockport and Romeoville, about 35 miles (56 km) southwest of Chicago.",2010-09-09,41.5894752,-88.057837,oil
f2ef5cf4-c72e-4271-bcc7-ff45536da2b3,Bruno,California,N/A,N/A,"On September 9, 2010 a high pressure gas pipeline exploded in San Bruno, California, a suburb of San Francisco. The blast destroyed 38 houses and damaged 120 houses. Eight people died and many were injured. Ten acres of brush also burned. Later, PG&E was unable to supply the California Public Utilities Commission with documents on how PG&E established pressure limits on some of its gas transmission pipelines. It was also revealed that this pipeline had 26 leaks between Milpitas and San Francisco during the time of 1951 to 2009, with some of the leak causes listed in records as ""unknown"". Later hydrostatic testing of the same pipeline that failed found a pinhole leak, and a previously damaged section blew out.",2010-09-09,37.6304904,-122.4110835,oil
fdcd954e-a611-4336-892a-fd70d5821bdf,County,Kentucky,N/A,N/A,"On September 9, a 20-inch diameter Columbia Gas Transmission Company pipeline failed in Lawrence County, Kentucky. While there was no fire or evacuations, the condition of this uncoated, non-cathodic protected, unknown grade pipeline caused PHMSA to enter into a Consent Order to eventually replace this pipeline.",2010-09-09,37.6638744,-87.972681,oil
d84d9a52-0903-4125-80e7-f54bdb8d3137,Cairo,Georgia,N/A,N/A,"On September 28, a repair crew was working on a corroded gas pipe in Cairo, Georgia, when the line exploded. One crew member was killed, and three others burned.",2010-09-28,30.8774132,-84.2012897,oil
2c365695-5360-4eb1-b7bd-5c33f18ac6e4,Prairie,Texas,N/A,N/A,"On October 15, a gas pipeline under construction in Grand Prairie, Texas was running a cleaning pig without a pig ""trap"" at the end of the pipe. The 150 pound pig was expelled from the pipeline with enough force to fly 500 feet (150 m), and crash through the side of a house. No one was injured.",2010-10-15,33.3503832,-97.1890461,oil
e295dc1a-4317-4d51-9ecc-4b3146816352,Monroe,Louisiana,N/A,N/A,"On November 12, three men working on natural gas lines were injured when a pipeline ruptured in Monroe, Louisiana.",2010-11-12,32.5093109,-92.1193012,gas
d2ea1346-6d22-4ddd-b4d3-985a98d2f3c8,Natchitoches,Louisiana,N/A,N/A,"On November 30, a Tennessee Gas Pipeline 30-inch gas pipeline failed at Natchitoches, Louisiana. There was no fire, but the pipeline had a Magnetic Flux smart pig test earlier in the year that indicated no flaws in the pipeline. The failure was at a crack in a wrinkle bend. The deadly 1965 gas pipeline accident had occurred on a different pipeline owned by the same company nearby.",2010-11-30,31.7607195,-93.0862749,oil
663294c2-d48d-4b7d-b0e0-717fbdbaaf1f,City,Utah,N/A,N/A,"On December 1, a valve on a crude oil pipeline leaked about 500 barrels (79 m3) of crude in Salt Lake City, Utah. This failure was only 100 yards from a June 2010 failure on the same pipeline.",2010-06-2010,42.3545613,-83.3692339,oil
0f4466cb-0c18-4604-9dd2-a779c9e14da7,Livingston,Illinois,N/A,N/A,"On December 2, a pipeline was discovered leaking gasoline near Livingston, Illinois.",2010-12-02,38.9675463,-89.7639827,oil
58e479b1-2dfd-4ab9-b038-5a8b50a13e7a,Bernard,Texas,N/A,N/A,"On December 8, at East Bernard, Texas, a 24” diameter Tennessee Gas Pipeline exploded, blasting a 12-foot section of ruptured pipe 295 feet and caused $715,000 in property damage. It took 6 hours for the pipe system to blow down. The cause of the leak was a full guillotine failure of the pipe caused by internal corrosion microbiologically induced due to moisture in the pipe.",2010-12-08,29.5310744,-96.0710696,oil
5eb23a58-70c7-494e-a89e-3f063c6f350a,Christi,Texas,N/A,N/A,"On December 17, a gas line fire and explosion just outside Corpus Christi, Texas city limits leaves one person critically injured. A man was working on removing an abandoned pipeline when it exploded, and the man's face was severely burned.",2010-12-17,27.8005828,-97.396381,oil
ef7da0cb-6a75-4c4d-af30-1ad9be3b4bef,County,Mississippi,N/A,N/A,"On December 28, a pipeline at an underground gas storage facility in Covington County, Mississippi, forcing the evacuation of about two-dozen families for over a week.",2010-12-28,35.8279728,-90.0746767,oil
dc84d011-94df-449d-b37e-25d90d3f1e1f,County,New York,N/A,N/A,"On January 11, personnel from Millennium Pipeline noticed that a gas transmission pipeline was leaking in Tioga County, New York. This 30-inch diameter pipeline was built in 2008. A pinhole in a rejected girth weld was found to be the cause of the failure. It appears that during the course of the construction project for the line, the subject pipe section was inadvertently picked up and subsequently installed in the pipeline. PHMSA ordered testing of this pipeline for similar flaws.",2011-01-11,40.7830603,-73.9712488,oil
f3550a71-3a00-4aa7-b304-842b9156ca67,Harbor,Ohio,N/A,N/A,"Multiple gas pressure regulators failed, and caused a gas pressure surge in Fairport Harbor, Ohio, on January 24, causing gas fires in 11 houses, and one apartment. 150 gas appliances were damaged or destroyed, but there were no injuries. Gas company Dominion East Ohio says it found fluids and debris in a failed regulator. A year after the explosion, the Public Utilities Commission of Ohio recommended a $500,000 fine for Dominion.",2011-01-24,41.8878307,-80.8153659,oil
35847227-d68b-4ff4-9ba0-9920ced92eb3,Allentown,Pennsylvania,N/A,N/A,"Five people were killed, and eight houses were destroyed, in a gas explosion and fire in Allentown, Pennsylvania on February 9. The NTSB had warned UGI about cast iron gas mains needing replacement after the 1990 gas explosion in that city. Between 1976 and the date of the letter, July 10, 1992, two more gas explosions occurred. Three people were killed, 23 injured and 11 houses were destroyed or damaged in those explosions. UGI was cited in 2012 for several safety violations, including a lack of valves on their gas system.",2011-02-09,40.6084305,-75.4901833,oil
e365092a-5734-4bc5-9b95-5bfa150588f2,Lisbon,Ohio,N/A,N/A,"Late on February 10, a Tennessee Gas Pipeline 36-inch gas transmission pipeline exploded and burned near Lisbon, Ohio. No injuries resulted. The cause was from stress on a girth weld on the pipeline. A failure on another girth weld on the pipeline system led to a PHMSA Consent Agreement.",2011-02-10,40.7720044,-80.7681336,oil
4b5121ce-3096-4475-8744-d39cf3102c3e,near,Texas,N/A,N/A,"Early on February 24, a pipeline near Texas City, Texas ruptured, sending up to 5,000 US gallons (19,000 L) of gasoline into Bayou Pierre.",2011-02-24,31.9685988,-99.9018131,oil
3b9da959-dd47-4f27-ad8d-0f740d55041a,Cumberland,Ohio,N/A,N/A,"On March 1, a Tennessee Gas Pipeline gas transmission pipeline failed near Cumberland, Ohio. A material or weld defect was the cause.",2011-03-01,39.8520167,-81.6576271,oil
813f346f-3e08-445c-9ef7-601e5be99d37,Minneapolis,Minnesota,N/A,N/A,"Early on March 17, a 20-inch steel CenterPoint Energy natural gas line running through a Minneapolis, Minnesota neighborhood ruptured, and gas from it ignited, caused evacuations to buildings nearby, and Interstate 35W was closed from downtown Minneapolis to Highway 62. There were no injuries. The Minnesota Office of Pipeline Safety later found the pipe there was not designed to handle the load of soil and passing cars, and efforts to shore up the pipeline were incorrectly carried out.",2011-03-17,44.977753,-93.2650108,gas
eb5edc30-3e2e-451b-8358-77d6f976e7b8,Township,Michigan,N/A,460000,"A farmer and rancher near White Oak Township, Michigan smelled gasoline on April 13, and discovered gasoline from a products pipeline leaking into a drainage ditch. As of late September, an estimated 460,000 gallons of gasoline had been released, with about 111,000 gallons of it recovered.",2011-04-13,42.5868882,-82.9195514,oil
bd4dfc5d-4a50-4acf-9e5d-fda14eaee383,County,North Dakota,N/A,N/A,"On May 7, a threaded connection failed on a Keystone Pipeline pump at a station in Sargent County, North Dakota, spilling about 400 barrels of crude oil. Due to a number of other leaks on this pipeline system, Keystone's owner, TransCanada Corporation, was given a Corrective Action Order by PHMSA.",2011-05-07,44.731554,-93.1779659,oil
798a6438-0ca5-4331-a8e6-547e16d7ffde,Romeoville,Illinois,N/A,4200,"An 8-inch NGL pipeline failed in Romeoville, Illinois on May 14, leaking about 4200 gallons of butane. Corrosion inside a casing under a road was the cause of the failure. Corrosion only 2.5 feet from the failure had been seen by a smart pig run in 2007, but was not within action limits at the time.",2011-05-14,41.6475306,-88.0895061,oil
e74bc346-5d2c-4ce6-b5af-485a323cb65f,Maysville,Oklahoma,N/A,N/A,"On May 19, a 10-inch crude oil pipeline ruptured near Maysville, Oklahoma. Over 42,000 US gallons (160,000 L) of crude were lost. There was no fire. Internal pipeline corrosion was the cause.",2011-05-19,34.8172987,-97.4058604,oil
42997624-f311-4076-890e-da12cd727645,Beach,California,N/A,N/A,"A 2-inch lateral on a crude oil pipeline rupture in Huntington Beach, California on July 1. A major road, Goldenwest Street, had to be closed for cleaning and pipeline repairs.",2011-07-01,36.7279811,-120.6511212,oil
8f585654-dd19-4876-88b2-2ae496d2298a,south-central,Montana,N/A,63000,"Late on July 1, a 12-inch Exxon Mobil crude oil pipeline. also known as the Silvertip Pipeline, ruptured, and spilled about 63,000 gallons of oil into the Yellowstone River in south-central Montana. There was confusion in the pipeline control room, causing a delayed pipeline shutdown. Some residents of Laurel, Montana had to be evacuated. The break near Billings fouled the riverbank and forced municipalities and irrigation districts to close intakes. Exxon later increased the spill size estimate to 1500 barrels in January 2012 after seeing the damage to the pipeline. About 140 people were evacuated starting about 12:15 a.m. Saturday due to concerns about possible explosions and the overpowering fumes. All were allowed to return after instruments showed petroleum odors had decreased, although no information was available regarding the concentrations of benzene in air. Speculation involves high water flow in the Yellowstone River may have scoured the river bed and exposed the pipe. Consequently, with three oil refineries are located in the Billings area, the fire chief for the city of Laurel said he asked all three to turn off the flow of oil in their pipelines under the river after the leak was reported. Exxon Mobil and Cenex Harvest Refinery did so, and that Conoco Phillips said its pipe was already shutdown. Cenex had a release into the Yellowstone River in September 2002. Exxon Mobil later announced the cleanup would cost $135 million. In 2015, Exxon Mobil was fined $1 million by PHMSA for this incident.",2011-01-2012,47.6996444,-104.1682546,oil
42512111-2a1f-4171-9802-636af9245199,Gillette,Wyoming,N/A,N/A,"On July 20, a six-month-old, 30-inch natural gas pipeline exploded near Gillette, Wyoming, creating a 60-foot (18 m) crater. There was no fire, nor any injuries. Construction or installation issues caused the failure.",2011-07-20,44.2910915,-105.5022205,gas
39710b78-1ef0-4836-a0c6-42520c7d3bd8,Mango,Florida,N/A,N/A,"A pipeline carrying jet fuel ruptured in Mango, Florida on July 22. About 31,500 US gallons (119,000 L) of fuel spilled. There was no fire or injuries.",2011-07-22,27.9797439,-82.3064808,oil
ffead83b-b0df-41e8-8607-b464e3344afb,Onawa,Iowa,N/A,N/A,"On August 13, an 8-inch NGL pipeline ruptured near Onawa, Iowa at a Missouri River crossing, during flooding conditions. About 818 barrels of Natural Gasoline was lost. There were no evacuations or injuries, but two other pipelines in the same right of way were forced to shut down.",2011-08-13,42.0266548,-96.0972376,gas
70880bca-96f0-4f4e-9eac-0f3514f59338,Herscher,Illinois,N/A,N/A,"On August 17, Kinder Morgan's Natural Gas Pipeline Company of America had a flash fire and explosion at a plant south of Herscher, Illinois. Five employees went to the hospital. Kinder Morgan was later cited for pipeline and workplace safety violations.",2011-08-17,41.0491989,-88.0978262,gas
